"ONTOLOGY","GOID","Description","GeneRatio","BgRatio","pvalue","padj","qvalue","geneID","Gene_symbol","Count"
"MF","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","2/35","122/18662",0.021912445444521,0.0765670757064741,0.043923190185279,"231/2194","AKR1B1/FASN",2
"MF","GO:0004032","aldose reductase (NADPH) activity","1/35","12/18662",0.0222814241473867,0.0765670757064741,0.043923190185279,"231","AKR1B1",1
"MF","GO:0005527","macrolide binding","1/35","12/18662",0.0222814241473867,0.0765670757064741,0.043923190185279,"3934","LCN2",1
"MF","GO:0008179","adenylate cyclase binding","1/35","12/18662",0.0222814241473867,0.0765670757064741,0.043923190185279,"154","ADRB2",1
"MF","GO:0016208","AMP binding","1/35","12/18662",0.0222814241473867,0.0765670757064741,0.043923190185279,"5836","PYGL",1
"MF","GO:1901338","catecholamine binding","1/35","12/18662",0.0222814241473867,0.0765670757064741,0.043923190185279,"154","ADRB2",1
"MF","GO:0001221","transcription coregulator binding","2/35","127/18662",0.0236152724173855,0.0772538613033856,0.0443171691130533,"4609/6095","MYC/RORA",2
"MF","GO:0035325","Toll-like receptor binding","1/35","13/18662",0.0241162847455013,0.0772538613033856,0.0443171691130533,"23643","LY96",1
"MF","GO:0043560","insulin receptor substrate binding","1/35","13/18662",0.0241162847455013,0.0772538613033856,0.0443171691130533,"5580","PRKCD",1
"MF","GO:0052650","all-trans-retinol dehydrogenase (NADP+) activity","1/35","13/18662",0.0241162847455013,0.0772538613033856,0.0443171691130533,"231","AKR1B1",1
"MF","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","2/35","132/18662",0.0253710498330031,0.0799188069739596,0.045845932154374,"231/2194","AKR1B1/FASN",2
"MF","GO:0004953","icosanoid receptor activity","1/35","15/18662",0.027775976160918,0.0832960371432711,0.0477833017307543,"1241","LTB4R",1
"MF","GO:0016846","carbon-sulfur lyase activity","1/35","15/18662",0.027775976160918,0.0832960371432711,0.0477833017307543,"2739","GLO1",1
"MF","GO:0004707","MAP kinase activity","1/35","16/18662",0.0296008188076911,0.0832960371432711,0.0477833017307543,"1432","MAPK14",1
"MF","GO:0004708","MAP kinase kinase activity","1/35","16/18662",0.0296008188076911,0.0832960371432711,0.0477833017307543,"1432","MAPK14",1
"MF","GO:0005149","interleukin-1 receptor binding","1/35","16/18662",0.0296008188076911,0.0832960371432711,0.0477833017307543,"3553","IL1B",1
"MF","GO:0005521","lamin binding","1/35","16/18662",0.0296008188076911,0.0832960371432711,0.0477833017307543,"5501","PPP1CC",1
"MF","GO:0008142","oxysterol binding","1/35","16/18662",0.0296008188076911,0.0832960371432711,0.0477833017307543,"6095","RORA",1
"MF","GO:0106310","protein serine kinase activity","3/35","362/18662",0.0299689445806478,0.0832960371432711,0.0477833017307543,"1432/5292/5580","MAPK14/PIM1/PRKCD",3
"MF","GO:0004697","diacylglycerol-dependent serine/threonine kinase activity","1/35","17/18662",0.031422333949905,0.0842986360785643,0.0483584489896526,"5580","PRKCD",1
"MF","GO:0008301","DNA binding, bending","1/35","17/18662",0.031422333949905,0.0842986360785643,0.0483584489896526,"7153","TOP2A",1
"MF","GO:0019842","vitamin binding","2/35","150/18662",0.0321137661251674,0.0842986360785643,0.0483584489896526,"2194/5836","FASN/PYGL",2
"MF","GO:0019903","protein phosphatase binding","2/35","150/18662",0.0321137661251674,0.0842986360785643,0.0483584489896526,"1432/5501","MAPK14/PPP1CC",2
"MF","GO:0043024","ribosomal small subunit binding","1/35","20/18662",0.036866973192561,0.0954501086766307,0.0547555622038037,"5292","PIM1",1
"MF","GO:0016874","ligase activity","2/35","166/18662",0.0386323624363584,0.0984195643944136,0.0564590093713428,"2181/2182","ACSL3/ACSL4",2
"MF","GO:0015399","primary active transmembrane transporter activity","2/35","167/18662",0.0390553826961959,0.0984195643944136,0.0564590093713428,"9377/1349","COX5A/COX7B",2
"MF","GO:0004175","endopeptidase activity","3/35","406/18662",0.0400309602945218,0.0990044500892138,0.0567945327718687,"1803/5045/4057","DPP4/FURIN/LTF",3
"MF","GO:0008201","heparin binding","2/35","170/18662",0.0403351463326427,0.0990044500892138,0.0567945327718687,"5045/4057","FURIN/LTF",2
"MF","GO:0004602","glutathione peroxidase activity","1/35","23/18662",0.0422818763065882,0.101155374961331,0.0580284245113735,"2950","GSTP1",1
"MF","GO:0016702","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen","1/35","23/18662",0.0422818763065882,0.101155374961331,0.0580284245113735,"240","ALOX5",1
"MF","GO:0016701","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","1/35","24/18662",0.0440802632548835,0.104139621939662,0.0597403567796447,"240","ALOX5",1
"MF","GO:0008139","nuclear localization sequence binding","1/35","25/18662",0.0458753695316338,0.107042528907146,0.0614056278331161,"4792","NFKBIA",1
"MF","GO:0004674","protein serine/threonine kinase activity","3/35","433/18662",0.0469584442781833,0.10725120212812,0.0615253345541428,"1432/5292/5580","MAPK14/PIM1/PRKCD",3
"MF","GO:0015078","proton transmembrane transporter activity","2/35","186/18662",0.0474239179108475,0.10725120212812,0.0615253345541428,"9377/1349","COX5A/COX7B",2
"MF","GO:0008157","protein phosphatase 1 binding","1/35","26/18662",0.047667200945831,0.10725120212812,0.0615253345541428,"5501","PPP1CC",1
"MF","GO:0004364","glutathione transferase activity","1/35","27/18662",0.0494557632964907,0.108687665849264,0.0623493711081829,"2950","GSTP1",1
"MF","GO:0051019","mitogen-activated protein kinase binding","1/35","27/18662",0.0494557632964907,0.108687665849264,0.0623493711081829,"1432","MAPK14",1
"MF","GO:0045499","chemorepellent activity","1/35","28/18662",0.0512410623726712,0.111316790671665,0.0638575852920162,"1803","DPP4",1
"MF","GO:0019902","phosphatase binding","2/35","197/18662",0.0525435985950174,0.112599625249544,0.0645934915104597,"1432/5501","MAPK14/PPP1CC",2
"MF","GO:0061133","endopeptidase activator activity","1/35","29/18662",0.053023103953489,0.112599625249544,0.0645934915104597,"5045","FURIN",1
"MF","GO:0016829","lyase activity","2/35","204/18662",0.0559007789208839,0.11622973613613,0.0666759277194174,"2194/2739","FASN/GLO1",2
"MF","GO:0016417","S-acyltransferase activity","1/35","31/18662",0.056577437695894,0.11622973613613,0.0666759277194174,"2194","FASN",1
"MF","GO:0051861","glycolipid binding","1/35","31/18662",0.056577437695894,0.11622973613613,0.0666759277194174,"26253","CLEC4E",1
"MF","GO:0051059","NF-kappaB binding","1/35","32/18662",0.0583497413661556,0.1185817324538,0.0680251653731072,"4792","NFKBIA",1
"MF","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","1/35","34/18662",0.061884651002392,0.124427649355873,0.0713787128023111,"2194","FASN",1
"MF","GO:0008106","alcohol dehydrogenase (NADP+) activity","1/35","36/18662",0.0654066685147596,0.12911927630051,0.0740700944525342,"231","AKR1B1",1
"MF","GO:0140297","DNA-binding transcription factor binding","3/35","497/18662",0.0655843943113701,0.12911927630051,0.0740700944525342,"1432/4609/4792","MAPK14/MYC/NFKBIA",3
"MF","GO:0004869","cysteine-type endopeptidase inhibitor activity","1/35","38/18662",0.0689158395439533,0.132909119120481,0.0762441619014736,"4057","LTF",1
"MF","GO:0030296","protein tyrosine kinase activator activity","1/35","38/18662",0.0689158395439533,0.132909119120481,0.0762441619014736,"5580","PRKCD",1
"MF","GO:0004177","aminopeptidase activity","1/35","41/18662",0.0741556083853181,0.139014034169207,0.0797462852655437,"1803","DPP4",1
"MF","GO:0008227","G protein-coupled amine receptor activity","1/35","41/18662",0.0741556083853181,0.139014034169207,0.0797462852655437,"154","ADRB2",1
"MF","GO:0005539","glycosaminoglycan binding","2/35","240/18662",0.0742879230216399,0.139014034169207,0.0797462852655437,"5045/4057","FURIN/LTF",2
"MF","GO:0140416","transcription regulator inhibitor activity","1/35","42/18662",0.0758958239326308,0.140630497286934,0.0806735796187923,"4792","NFKBIA",1
"MF","GO:0033218","amide binding","2/35","245/18662",0.0769792635651907,0.141082797029622,0.0809330442442274,"154/2194","ADRB2/FASN",2
"MF","GO:0004712","protein serine/threonine/tyrosine kinase activity","1/35","43/18662",0.0776328618575696,0.141082797029622,0.0809330442442274,"1432","MAPK14",1
"MF","GO:0001046","core promoter sequence-specific DNA binding","1/35","45/18662",0.0810974273585002,0.143246857670622,0.0821744714011365,"4609","MYC",1
"MF","GO:0004715","non-membrane spanning protein tyrosine kinase activity","1/35","45/18662",0.0810974273585002,0.143246857670622,0.0821744714011365,"5580","PRKCD",1
"MF","GO:0016790","thiolester hydrolase activity","1/35","45/18662",0.0810974273585002,0.143246857670622,0.0821744714011365,"2194","FASN",1
"MF","GO:0005048","signal sequence binding","1/35","47/18662",0.0845493498277585,0.145271155613149,0.0833357227967381,"4792","NFKBIA",1
"MF","GO:0005504","fatty acid binding","1/35","47/18662",0.0845493498277585,0.145271155613149,0.0833357227967381,"2950","GSTP1",1
"MF","GO:0140311","protein sequestering activity","1/35","47/18662",0.0845493498277585,0.145271155613149,0.0833357227967381,"4792","NFKBIA",1
"MF","GO:0004601","peroxidase activity","1/35","50/18662",0.0897036257729845,0.151374868491911,0.0868371565283591,"2950","GSTP1",1
"MF","GO:0005080","protein kinase C binding","1/35","50/18662",0.0897036257729845,0.151374868491911,0.0868371565283591,"7153","TOP2A",1
"MF","GO:0001222","transcription corepressor binding","1/35","51/18662",0.0914154446585397,0.151557184565474,0.086941743304059,"6095","RORA",1
"MF","GO:0001223","transcription coactivator binding","1/35","51/18662",0.0914154446585397,0.151557184565474,0.086941743304059,"6095","RORA",1
"MF","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","1/35","52/18662",0.0931241362622656,0.151728118565243,0.087039800680702,"2950","GSTP1",1
"MF","GO:0018455","alcohol dehydrogenase [NAD(P)+] activity","1/35","52/18662",0.0931241362622656,0.151728118565243,0.087039800680702,"231","AKR1B1",1
"MF","GO:0051287","NAD binding","1/35","53/18662",0.0948297061295854,0.153186448363176,0.0878763808488286,"216","ALDH1A1",1
"MF","GO:0030291","protein serine/threonine kinase inhibitor activity","1/35","54/18662",0.0965321597963845,0.154615069504379,0.0886959184569813,"2950","GSTP1",1
"MF","GO:0030170","pyridoxal phosphate binding","1/35","56/18662",0.0999277406243804,0.158708764521075,0.0910442926520228,"5836","PYGL",1
"MF","GO:0070279","vitamin B6 binding","1/35","57/18662",0.101620878809813,0.160052884125455,0.0918153554158833,"5836","PYGL",1
"MF","GO:0004879","nuclear receptor activity","1/35","59/18662",0.104997878213065,0.162453254787805,0.0931923433202113,"6095","RORA",1
"MF","GO:0070888","E-box binding","1/35","59/18662",0.104997878213065,0.162453254787805,0.0931923433202113,"4609","MYC",1
"MF","GO:0016627","oxidoreductase activity, acting on the CH-CH group of donors","1/35","60/18662",0.106681750398333,0.162453254787805,0.0931923433202113,"2194","FASN",1
"MF","GO:0098531","ligand-modulated transcription factor activity","1/35","60/18662",0.106681750398333,0.162453254787805,0.0931923433202113,"6095","RORA",1
"MF","GO:0016504","peptidase activator activity","1/35","61/18662",0.108362544868608,0.162453254787805,0.0931923433202113,"5045","FURIN",1
"MF","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","1/35","61/18662",0.108362544868608,0.162453254787805,0.0931923433202113,"2950","GSTP1",1
"MF","GO:0015026","coreceptor activity","1/35","62/18662",0.110040267084059,0.162453254787805,0.0931923433202113,"23643","LY96",1
"MF","GO:0016836","hydro-lyase activity","1/35","62/18662",0.110040267084059,0.162453254787805,0.0931923433202113,"2194","FASN",1
"MF","GO:0031625","ubiquitin protein ligase binding","2/35","304/18662",0.110880792950407,0.162453254787805,0.0931923433202113,"4609/4792","MYC/NFKBIA",2
"MF","GO:0015459","potassium channel regulator activity","1/35","64/18662",0.113386516544208,0.164846550975809,0.0945652729073148,"154","ADRB2",1
"MF","GO:0032934","sterol binding","1/35","69/18662",0.12169875614252,0.175580648175086,0.100722956068136,"6095","RORA",1
"MF","GO:0044389","ubiquitin-like protein ligase binding","2/35","324/18662",0.123144029258885,0.176319860075221,0.10114700967835,"4609/4792","MYC/NFKBIA",2
"MF","GO:0048029","monosaccharide binding","1/35","73/18662",0.12829399487184,0.182312519028405,0.104584736618912,"5836","PYGL",1
"MF","GO:0016209","antioxidant activity","1/35","77/18662",0.134841114040024,0.188777559656033,0.108293448312845,"2950","GSTP1",1
"MF","GO:0051540","metal cluster binding","1/35","77/18662",0.134841114040024,0.188777559656033,0.108293448312845,"2950","GSTP1",1
"MF","GO:0016835","carbon-oxygen lyase activity","1/35","80/18662",0.139720080074434,0.194169817162265,0.111386751142931,"2194","FASN",1
"MF","GO:0001618","virus receptor activity","1/35","81/18662",0.141340454479633,0.194381555924994,0.111508216431492,"1803","DPP4",1
"MF","GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","2/35","355/18662",0.142772169252993,0.194381555924994,0.111508216431492,"1432/4792","MAPK14/NFKBIA",2
"MF","GO:0140272","exogenous protein binding","1/35","82/18662",0.142957863881345,0.194381555924994,0.111508216431492,"1803","DPP4",1
"MF","GO:0001540","amyloid-beta binding","1/35","84/18662",0.146183808729851,0.197348141785299,0.113210017287027,"154","ADRB2",1
"MF","GO:0004860","protein kinase inhibitor activity","1/35","91/18662",0.157381989268839,0.210958836679507,0.121017879019712,"2950","GSTP1",1
"MF","GO:0051213","dioxygenase activity","1/35","93/18662",0.160555176723911,0.212202296509225,0.121731197663326,"240","ALOX5",1
"MF","GO:0072341","modified amino acid binding","1/35","93/18662",0.160555176723911,0.212202296509225,0.121731197663326,"2194","FASN",1
"MF","GO:0016407","acetyltransferase activity","1/35","95/18662",0.163716754550172,0.213396321448155,0.122416157667279,"2194","FASN",1
"MF","GO:0042562","hormone binding","1/35","95/18662",0.163716754550172,0.213396321448155,0.122416157667279,"216","ALDH1A1",1
"MF","GO:0019210","kinase inhibitor activity","1/35","96/18662",0.165293202742704,0.213975447386103,0.122748376946636,"2950","GSTP1",1
"MF","GO:0043130","ubiquitin binding","1/35","101/18662",0.173132241855426,0.222598596671262,0.127695101404289,"7153","TOP2A",1
"MF","GO:0004722","protein serine/threonine phosphatase activity","1/35","103/18662",0.176247792057641,0.225073193911447,0.129114669857304,"5501","PPP1CC",1
"MF","GO:0008238","exopeptidase activity","1/35","106/18662",0.180899745862478,0.229463436026902,0.131633160182517,"1803","DPP4",1
"MF","GO:0008013","beta-catenin binding","1/35","108/18662",0.183986859782241,0.231823443325624,0.132986993386462,"6095","RORA",1
"MF","GO:0005496","steroid binding","1/35","111/18662",0.18859634852748,0.236057681269495,0.13541599092597,"6095","RORA",1
"MF","GO:0043022","ribosome binding","1/35","114/18662",0.193180539087571,0.240204749260204,0.137794982867174,"5292","PIM1",1
"MF","GO:0008094","ATP-dependent activity, acting on DNA","1/35","119/18662",0.200765004257071,0.248003828788147,0.142268974464935,"7153","TOP2A",1
"MF","GO:0032182","ubiquitin-like protein binding","1/35","121/18662",0.203779357700512,0.250092848086993,0.14346735367842,"7153","TOP2A",1
"MF","GO:0008528","G protein-coupled peptide receptor activity","1/35","124/18662",0.208280190495098,0.253967458087571,0.145690048359899,"1241","LTB4R",1
"MF","GO:0022804","active transmembrane transporter activity","2/35","459/18662",0.212511039470208,0.256120646395463,0.146925238533738,"9377/1349","COX5A/COX7B",2
"MF","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","1/35","127/18662",0.212756304148612,0.256120646395463,0.146925238533738,"383","ARG1",1
"MF","GO:0001653","peptide receptor activity","1/35","130/18662",0.217207830450029,0.259824556677566,0.14905001023553,"1241","LTB4R",1
"MF","GO:0019838","growth factor binding","1/35","136/18662",0.226037644748667,0.268686256965397,0.154133580993795,"5045","FURIN",1
"MF","GO:0070851","growth factor receptor binding","1/35","140/18662",0.231870354418534,0.273896856156894,0.157122674375717,"3553","IL1B",1
"MF","GO:0004713","protein tyrosine kinase activity","1/35","141/18662",0.23332184656816,0.273899559014796,0.157124224887352,"5580","PRKCD",1
"MF","GO:0005178","integrin binding","1/35","152/18662",0.249113438256044,0.290632344632051,0.166723093829581,"3553","IL1B",1
"MF","GO:0120545","nucleic acid conformation isomerase activity","1/35","161/18662",0.261798393120423,0.303557646010797,0.174137775210872,"7153","TOP2A",1
"MF","GO:0099106","ion channel regulator activity","1/35","173/18662",0.278388267875896,0.320825503832587,0.184043591727967,"154","ADRB2",1
"MF","GO:0004721","phosphoprotein phosphatase activity","1/35","175/18662",0.281117802947214,0.322007665194082,0.184721746115235,"5501","PPP1CC",1
"MF","GO:0043021","ribonucleoprotein complex binding","1/35","180/18662",0.287897834515169,0.327787293514258,0.188037266677631,"5292","PIM1",1
"MF","GO:0016247","channel regulator activity","1/35","182/18662",0.29059241838063,0.328427992514045,0.18840480773571,"154","ADRB2",1
"MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","1/35","183/18662",0.291935993345818,0.328427992514045,0.18840480773571,"3992","FADS1",1
