ingredient_name,Gene_symbol,Mol_ID
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",RELA,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CXCR2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",P2RX3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",IMPDH2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MMP8,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MAP3K7,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ERN1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CMA1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CTSG,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ABL1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GABRB3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GABRA2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GABRG2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MTOR,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PIK3CD,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PRKDC,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PIK3CB,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HCK,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PDE10A,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",EPHB4,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MAPK10,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ECE1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",LDHA,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BRD4,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ADRA2A,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ADORA2B,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ACPP,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PI4KB,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MMP7,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",AURKA,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PRKCE,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HSD17B3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",F10,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BCHE,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PLA2G7,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PTK2B,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GCK,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",LRRK2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",FLT1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CES1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CTSD,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",FCER2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",TYMP,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CES2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",FGFR1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MMP14,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GLI1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CCNE2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MAPK8,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GSK3A,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",TK2,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CCR9,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CPT1A,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HTR2B,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",TYMS,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",CPT1B,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",BMP1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MAPK1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",JAK3,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",LCK,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GUSB,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",HTR6,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",MMP12,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",GABRA5,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ELAVL1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",ODC1,MOL000442
"1,7-Dihydroxy-3,9-dimethoxy pterocarpene",PKM,MOL000442
Mairin,SAE1,MOL000211
Mairin,POLB,MOL000211
Mairin,AKR1B10,MOL000211
Mairin,HSD11B1,MOL000211
Mairin,PTPN1,MOL000211
Mairin,PTGES,MOL000211
Mairin,NR1H4,MOL000211
Mairin,CDC25C,MOL000211
Mairin,PTPN2,MOL000211
Mairin,GPBAR1,MOL000211
Mairin,TOP2A,MOL000211
Mairin,CDC25A,MOL000211
Mairin,RORC,MOL000211
Mairin,PTPRF,MOL000211
Mairin,ACP1,MOL000211
Mairin,PDE4D,MOL000211
Mairin,PLA2G1B,MOL000211
Mairin,CDC25B,MOL000211
Mairin,CES2,MOL000211
Mairin,AR,MOL000211
Mairin,TERT,MOL000211
Mairin,FAAH,MOL000211
Mairin,FABP3,MOL000211
Mairin,FABP5,MOL000211
Mairin,PPARD,MOL000211
Mairin,FABP1,MOL000211
Mairin,PTPN11,MOL000211
Mairin,UGT2B7,MOL000211
Mairin,SCD,MOL000211
Mairin,SERPINA6,MOL000211
Mairin,SHBG,MOL000211
Mairin,G6PD,MOL000211
Mairin,CYP51A1,MOL000211
Mairin,CYP19A1,MOL000211
Mairin,HSD17B3,MOL000211
Mairin,GABBR1,MOL000211
Mairin,TOP1,MOL000211
Mairin,NPC1L1,MOL000211
Mairin,SIGMAR1,MOL000211
Mairin,CYP17A1,MOL000211
Mairin,VDR,MOL000211
Mairin,GABRA2,MOL000211
Mairin,PPARG,MOL000211
Mairin,PTPN6,MOL000211
Mairin,SLC6A3,MOL000211
Mairin,ADORA3,MOL000211
Mairin,MAPK3,MOL000211
Mairin,FFAR1,MOL000211
Mairin,FABP2,MOL000211
Mairin,PTGS2,MOL000211
Mairin,CD81,MOL000211
Mairin,PRKCH,MOL000211
Mairin,HSD11B2,MOL000211
Mairin,HSF1,MOL000211
Mairin,ALOX5AP,MOL000211
Mairin,PTGS1,MOL000211
Mairin,NR3C1,MOL000211
Mairin,RORA,MOL000211
Mairin,NR1H3,MOL000211
Mairin,TLR9,MOL000211
Mairin,NR3C2,MOL000211
Mairin,MDM2,MOL000211
Mairin,ACE,MOL000211
Mairin,IKBKB,MOL000211
Mairin,PTGER2,MOL000211
Mairin,MMP3,MOL000211
Mairin,MMP1,MOL000211
Mairin,MMP2,MOL000211
Mairin,PGR,MOL000211
Mairin,SLC22A6,MOL000211
Mairin,PTGER1,MOL000211
Mairin,PPARA,MOL000211
Mairin,AGTR1,MOL000211
Mairin,FNTA,MOL000211
Mairin,PREP,MOL000211
Mairin,FABP4,MOL000211
Mairin,HMGCR,MOL000211
Mairin,ESR2,MOL000211
Mairin,PLA2G4A,MOL000211
Mairin,THRA,MOL000211
Mairin,THRB,MOL000211
Mairin,RXRB,MOL000211
Mairin,RXRG,MOL000211
Mairin,RARB,MOL000211
Mairin,RARA,MOL000211
Mairin,RXRA,MOL000211
Mairin,AMPD2,MOL000211
Mairin,EDNRA,MOL000211
Mairin,CDC45,MOL000211
Mairin,PTPRC,MOL000211
Mairin,IDO1,MOL000211
Mairin,PTGDR2,MOL000211
Mairin,NOS2,MOL000211
Mairin,RARG,MOL000211
Mairin,EDNRB,MOL000211
Mairin,ITGB1,MOL000211
Mairin,PTGER4,MOL000211
Mairin,OPRM1,MOL000211
Mairin,OPRD1,MOL000211
Mairin,OPRK1,MOL000211
FA,TYMS,MOL000433
FA,DHFR,MOL000433
FA,SLC46A1,MOL000433
FA,SLC19A1,MOL000433
FA,HDAC6,MOL000433
FA,FOLR1,MOL000433
FA,FOLR2,MOL000433
FA,FPGS,MOL000433
FA,HDAC8,MOL000433
FA,HDAC1,MOL000433
FA,GART,MOL000433
FA,ATIC,MOL000433
FA,PYGM,MOL000433
FA,CA14,MOL000433
FA,PTPN1,MOL000433
FA,MME,MOL000433
FA,FDFT1,MOL000433
FA,SF3B3,MOL000433
FA,AKR1B1,MOL000433
FA,PSMB5,MOL000433
FA,APEX1,MOL000433
FA,CDK5R1,MOL000433
hederagenin,PTPN1,MOL000296
hederagenin,AKR1B10,MOL000296
hederagenin,HSD11B1,MOL000296
hederagenin,POLB,MOL000296
hederagenin,PTPN2,MOL000296
hederagenin,PLA2G1B,MOL000296
hederagenin,CDC25B,MOL000296
hederagenin,RORC,MOL000296
hederagenin,PTPRF,MOL000296
hederagenin,ACP1,MOL000296
hederagenin,PDE4D,MOL000296
hederagenin,CD81,MOL000296
hederagenin,PTGES,MOL000296
hederagenin,AR,MOL000296
hederagenin,NOS2,MOL000296
hederagenin,CDC25A,MOL000296
hederagenin,CES2,MOL000296
hederagenin,PREP,MOL000296
hederagenin,FABP1,MOL000296
hederagenin,PTPN6,MOL000296
hederagenin,PPARG,MOL000296
hederagenin,SCD,MOL000296
hederagenin,LTB4R,MOL000296
hederagenin,PTGS2,MOL000296
hederagenin,FNTA,MOL000296
hederagenin,HSD11B2,MOL000296
hederagenin,PPARA,MOL000296
hederagenin,PPARD,MOL000296
hederagenin,PRKCH,MOL000296
hederagenin,PTPN11,MOL000296
hederagenin,FABP4,MOL000296
hederagenin,FABP3,MOL000296
hederagenin,FABP5,MOL000296
hederagenin,ESR2,MOL000296
hederagenin,CYP19A1,MOL000296
hederagenin,NR3C2,MOL000296
hederagenin,FAAH,MOL000296
hederagenin,SERPINA6,MOL000296
hederagenin,SHBG,MOL000296
hederagenin,G6PD,MOL000296
hederagenin,CYP51A1,MOL000296
hederagenin,TERT,MOL000296
hederagenin,PTGS1,MOL000296
hederagenin,PTGER2,MOL000296
hederagenin,HMGCR,MOL000296
hederagenin,SIGMAR1,MOL000296
hederagenin,CYP17A1,MOL000296
hederagenin,NR3C1,MOL000296
hederagenin,ALOX5,MOL000296
hederagenin,NR1H4,MOL000296
hederagenin,GPBAR1,MOL000296
hederagenin,NR1H3,MOL000296
hederagenin,PTGER4,MOL000296
hederagenin,TLR9,MOL000296
hederagenin,ALOX5AP,MOL000296
hederagenin,TOP1,MOL000296
hederagenin,TOP2A,MOL000296
hederagenin,PGR,MOL000296
hederagenin,ESR1,MOL000296
hederagenin,BCHE,MOL000296
hederagenin,FFAR1,MOL000296
hederagenin,SRD5A2,MOL000296
hederagenin,PTGDR2,MOL000296
hederagenin,PTGDR,MOL000296
hederagenin,PTGER1,MOL000296
hederagenin,GRIK1,MOL000296
hederagenin,CHRM2,MOL000296
hederagenin,GRIK2,MOL000296
hederagenin,PTGIR,MOL000296
hederagenin,SLC10A2,MOL000296
hederagenin,SLC10A1,MOL000296
hederagenin,BACE1,MOL000296
hederagenin,IL6,MOL000296
hederagenin,GLUL,MOL000296
hederagenin,RORA,MOL000296
hederagenin,SLC6A3,MOL000296
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NPC1L1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NR1H3,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",RORC,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",HMGCR,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SHBG,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CYP17A1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CYP51A1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",AR,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SREBF2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",RORA,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",ESR1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",ESR2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTPN1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CYP2C19,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CYP19A1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SLC6A2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SERPINA6,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",G6PD,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",BCHE,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CHRM2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",ACHE,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SLC6A4,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NR1H2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NR1I3,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",VDR,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",DHCR7,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",GLRA1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTGER1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTGER2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",HSD11B1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",TBXAS1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTGES,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PPARA,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PPARD,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",CES2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",NOS2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",SQLE,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTPN6,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PTPN2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",FDFT1,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PPARG,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",UGT2B7,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",HSD11B2,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",POLB,MOL000033
"(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R,5S)-5-propan-2-yloctan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",PREP,MOL000033
