Mol_ID,Gene_symbol
MOL000359,CACNG4
MOL000359,CLEC4E
MOL000359,GABRA2
MOL000359,THRB
MOL000359,CACNA1F
MOL000359,GRIN3B
MOL000359,CACNA1S
MOL000359,CACNA1C
MOL000359,EDN1
MOL000359,AR
MOL000359,CACNA1I
MOL000359,BAX
MOL000359,GABRG3
MOL000359,GABRA3
MOL000359,GRIN3A
MOL000359,NR1H4
MOL000359,GABRB3
MOL000359,MAP2
MOL000359,CACNA1E
MOL000359,ESR1
MOL000359,CACNG7
MOL000359,SIGMAR1
MOL000359,PPARA
MOL000359,CASP9
MOL000359,CASP3
MOL000359,VCAM1
MOL000392,USP5
MOL000392,CASP3
MOL000392,FGFR2
MOL000392,NLRP3
MOL000392,SIRT1
MOL000392,PTGR1
MOL000392,ABCB1
MOL000392,ESR2
MOL000392,AKT1
MOL000417,EGFR
MOL000417,TGFB1
MOL000417,SMAD3
MOL000417,ESR1
MOL000417,STAT3
MOL000417,PIK3CA
MOL000417,IL6
MOL000417,COL11A2
MOL000417,IL1B
MOL000417,PIK3CB
MOL000417,SMAD2
MOL000417,SQSTM1
MOL000417,WDR7
MOL000417,PIK3CD
MOL000417,MAPK3
MOL000417,NQO1
MOL000417,AGT
MOL000417,BATF2
MOL000417,PCNA
MOL000417,SNAI2
MOL000417,BAX
MOL000417,HIF1A
MOL000417,SRC
MOL000417,AKT1
MOL000417,PIK3CG
MOL000417,SERPINE1
MOL000417,MAPK1
MOL000417,PIK3R1
MOL000417,Il33
MOL000417,ABCB1
MOL000417,BCL2
MOL000417,GPER1
MOL000417,PTGR1
MOL000417,IL25
MOL000417,PPARG
MOL000417,CASP3
MOL000417,HMOX1
MOL000417,NFE2L2
MOL000417,KEAP1
MOL000417,VIM
MOL000417,GABPA
MOL000417,CXCL8
MOL000422,ITPR3
MOL000422,NSFL1C
MOL000422,GSTM2
MOL000422,MAPK8
MOL000422,CYP1B1
MOL000422,CYP1A2
MOL000422,NOS2
MOL000422,NFE2L2
MOL000422,NFKB1
MOL000422,CLDN2
MOL000422,NOX4
MOL000422,TXN
MOL000422,NR1I2
MOL000422,AHR
MOL000422,JUN
MOL000422,SLCO1B1
MOL000422,GSTM1
