"Mol_ID","Gene_symbol","Data_base"
"MOL007049","AR","HERB"
"MOL007049","CA2","HERB"
"MOL007049","CCNA2","HERB"
"MOL007049","CDK2","HERB"
"MOL007049","CHEK1","HERB"
"MOL007049","CHRM1","HERB"
"MOL007049","CHRM2","HERB"
"MOL007049","CHRM3","HERB"
"MOL007049","CHRM4","HERB"
"MOL007049","CHRM5","HERB"
"MOL007049","CHRNA7","HERB"
"MOL007049","MAPK14","HERB"
"MOL007049","DPP4","HERB"
"MOL007049","DRD1","HERB"
"MOL007049","DRD2","HERB"
"MOL007049","ESR1","HERB"
"MOL007049","ESR2","HERB"
"MOL007049","GABRA1","HERB"
"MOL007049","GSK3B","HERB"
"MOL007049","NOS2","HERB"
"MOL007049","OPRD1","HERB"
"MOL007049","OPRM1","HERB"
"MOL007049","PIM1","HERB"
"MOL007049","PPARG","HERB"
"MOL007049","PRSS1","HERB"
"MOL007049","PTGS1","HERB"
"MOL007049","PTGS2","HERB"
"MOL007049","RXRA","HERB"
"MOL007049","SCN5A","HERB"
"MOL007049","SLC6A3","HERB"
"MOL007049","SLC6A4","HERB"
"MOL007049","NCOA1","HERB"
"MOL007049","NCOA2","HERB"
"MOL007124","ACHE","HERB"
"MOL007124","ADRA1D","HERB"
"MOL007124","ADRA1B","HERB"
"MOL007124","ADRA1A","HERB"
"MOL007124","ADRB2","HERB"
"MOL007124","AR","HERB"
"MOL007124","CA2","HERB"
"MOL007124","CCNA2","HERB"
"MOL007124","CDK2","HERB"
"MOL007124","CHRM1","HERB"
"MOL007124","CHRM2","HERB"
"MOL007124","CHRM3","HERB"
"MOL007124","CHRM4","HERB"
"MOL007124","CHRNA7","HERB"
"MOL007124","DPP4","HERB"
"MOL007124","DRD1","HERB"
"MOL007124","ESR1","HERB"
"MOL007124","ESR2","HERB"
"MOL007124","GABRA1","HERB"
"MOL007124","GSK3B","HERB"
"MOL007124","NOS2","HERB"
"MOL007124","OPRD1","HERB"
"MOL007124","OPRM1","HERB"
"MOL007124","PDE3A","HERB"
"MOL007124","PIM1","HERB"
"MOL007124","PRSS1","HERB"
"MOL007124","PTGS1","HERB"
"MOL007124","PTGS2","HERB"
"MOL007124","RXRA","HERB"
"MOL007124","SCN5A","HERB"
"MOL007124","SLC6A3","HERB"
"MOL007124","SLC6A4","HERB"
"MOL007107","ACHE","HERB"
"MOL007107","ADRA1D","HERB"
"MOL007107","ADRA1B","HERB"
"MOL007107","ADRA1A","HERB"
"MOL007107","ADRB2","HERB"
"MOL007107","AR","HERB"
"MOL007107","CA2","HERB"
"MOL007107","CD1A","HERB"
"MOL007107","CHRM1","HERB"
"MOL007107","CHRM2","HERB"
"MOL007107","CHRM3","HERB"
"MOL007107","DPP4","HERB"
"MOL007107","ESR1","HERB"
"MOL007107","ESR2","HERB"
"MOL007107","OPRM1","HERB"
"MOL007107","SCN5A","HERB"
"MOL007107","CD83","HERB"
"MOL002222","ACHE","HERB"
"MOL002222","ADRA1D","HERB"
"MOL002222","ADRA1B","HERB"
"MOL002222","ADRA1A","HERB"
"MOL002222","ADRB2","HERB"
"MOL002222","AR","HERB"
"MOL002222","CA2","HERB"
"MOL002222","CHRM1","HERB"
"MOL002222","CHRM2","HERB"
"MOL002222","CHRM3","HERB"
"MOL002222","CHRM4","HERB"
"MOL002222","CHRM5","HERB"
"MOL002222","CHRNA7","HERB"
"MOL002222","DPP4","HERB"
"MOL002222","DRD2","HERB"
"MOL002222","ESR1","HERB"
"MOL002222","ESR2","HERB"
"MOL002222","NOS2","HERB"
"MOL002222","OPRD1","HERB"
"MOL002222","OPRM1","HERB"
"MOL002222","PIM1","HERB"
"MOL002222","PTGS2","HERB"
"MOL002222","SCN5A","HERB"
"MOL007098","ACHE","HERB"
"MOL007098","ADRA1D","HERB"
"MOL007098","ADRA1B","HERB"
"MOL007098","ADRA1A","HERB"
"MOL007098","ADRB2","HERB"
"MOL007098","AR","HERB"
"MOL007098","CA2","HERB"
"MOL007098","CDK2","HERB"
"MOL007098","CHEK1","HERB"
"MOL007098","CHRM1","HERB"
"MOL007098","CHRM2","HERB"
"MOL007098","CHRM3","HERB"
"MOL007098","CHRM4","HERB"
"MOL007098","CHRM5","HERB"
"MOL007098","CHRNA7","HERB"
"MOL007098","DPP4","HERB"
"MOL007098","DRD1","HERB"
"MOL007098","ESR1","HERB"
"MOL007098","ESR2","HERB"
"MOL007098","GSK3B","HERB"
"MOL007098","IGHG1","HERB"
"MOL007098","NOS2","HERB"
"MOL007098","OPRD1","HERB"
"MOL007098","OPRM1","HERB"
"MOL007098","PIM1","HERB"
"MOL007098","PRSS1","HERB"
"MOL007098","PTGS1","HERB"
"MOL007098","PTGS2","HERB"
"MOL007098","RXRA","HERB"
"MOL007098","SCN5A","HERB"
"MOL007098","NCOA1","HERB"
"MOL007098","NCOA2","HERB"
"MOL007105","ACHE","HERB"
"MOL007105","ADRA1D","HERB"
"MOL007105","ADRA1B","HERB"
"MOL007105","ADRA1A","HERB"
"MOL007105","ADRB2","HERB"
"MOL007105","AR","HERB"
"MOL007105","CA2","HERB"
"MOL007105","CDK2","HERB"
"MOL007105","CHRM1","HERB"
"MOL007105","CHRM2","HERB"
"MOL007105","CHRM3","HERB"
"MOL007105","CHRM4","HERB"
"MOL007105","CHRM5","HERB"
"MOL007105","CHRNA7","HERB"
"MOL007105","MAPK14","HERB"
"MOL007105","DPP4","HERB"
"MOL007105","DRD1","HERB"
"MOL007105","ESR1","HERB"
"MOL007105","ESR2","HERB"
"MOL007105","GABRA1","HERB"
"MOL007105","GSK3B","HERB"
"MOL007105","NOS2","HERB"
"MOL007105","OPRD1","HERB"
"MOL007105","OPRM1","HERB"
"MOL007105","PDE3A","HERB"
"MOL007105","PIM1","HERB"
"MOL007105","PTGS1","HERB"
"MOL007105","PTGS2","HERB"
"MOL007105","RXRA","HERB"
"MOL007105","SCN5A","HERB"
"MOL007105","SLC6A4","HERB"
"MOL007130","AR","HERB"
"MOL007130","CA2","HERB"
"MOL007130","CALM3","HERB"
"MOL007130","CCNA2","HERB"
"MOL007130","CDK2","HERB"
"MOL007130","CHEK1","HERB"
"MOL007130","MAPK14","HERB"
"MOL007130","DPP4","HERB"
"MOL007130","ESR1","HERB"
"MOL007130","ESR2","HERB"
"MOL007130","GSK3B","HERB"
"MOL007130","NOS2","HERB"
"MOL007130","PIM1","HERB"
"MOL007130","PPARG","HERB"
"MOL007130","PRSS1","HERB"
"MOL007130","PTGS1","HERB"
"MOL007130","PTGS2","HERB"
"MOL007119","ACHE","HERB"
"MOL007119","ADRA1D","HERB"
"MOL007119","ADRA1B","HERB"
"MOL007119","ADRA1A","HERB"
"MOL007119","ADRB2","HERB"
"MOL007119","AR","HERB"
"MOL007119","CA2","HERB"
"MOL007119","CCNA2","HERB"
"MOL007119","CDK2","HERB"
"MOL007119","CHRM1","HERB"
"MOL007119","CHRM2","HERB"
"MOL007119","CHRM3","HERB"
"MOL007119","CHRNA7","HERB"
"MOL007119","DPEP1","HERB"
"MOL007119","DPP4","HERB"
"MOL007119","ESR1","HERB"
"MOL007119","ESR2","HERB"
"MOL007119","NR3C1","HERB"
"MOL007119","GSK3B","HERB"
"MOL007119","IGHG1","HERB"
"MOL007119","NOS2","HERB"
"MOL007119","OPRD1","HERB"
"MOL007119","OPRM1","HERB"
"MOL007119","PIM1","HERB"
"MOL007119","PRSS1","HERB"
"MOL007119","PTGS1","HERB"
"MOL007119","PTGS2","HERB"
"MOL007119","RXRA","HERB"
"MOL007119","SCN5A","HERB"
"MOL007119","NCOA1","HERB"
"MOL007119","NCOA2","HERB"
"MOL007100","ACHE","HERB"
"MOL007100","ADRA1D","HERB"
"MOL007100","ADRA1B","HERB"
"MOL007100","ADRA1A","HERB"
"MOL007100","ADRB2","HERB"
"MOL007100","AR","HERB"
"MOL007100","CA2","HERB"
"MOL007100","CCNA2","HERB"
"MOL007100","CDK2","HERB"
"MOL007100","CHEK1","HERB"
"MOL007100","CHRM1","HERB"
"MOL007100","CHRM3","HERB"
"MOL007100","CHRM5","HERB"
"MOL007100","CHRNA7","HERB"
"MOL007100","MAPK14","HERB"
"MOL007100","DPP4","HERB"
"MOL007100","DRD1","HERB"
"MOL007100","ESR1","HERB"
"MOL007100","ESR2","HERB"
"MOL007100","GABRA1","HERB"
"MOL007100","GSK3B","HERB"
"MOL007100","HTR3A","HERB"
"MOL007100","IGHG1","HERB"
"MOL007100","NOS2","HERB"
"MOL007100","OPRM1","HERB"
"MOL007100","PDE3A","HERB"
"MOL007100","PIM1","HERB"
"MOL007100","PPARG","HERB"
"MOL007100","PRSS1","HERB"
"MOL007100","PTGS1","HERB"
"MOL007100","PTGS2","HERB"
"MOL007100","RXRA","HERB"
"MOL007100","SCN5A","HERB"
"MOL007100","SLC6A3","HERB"
"MOL007100","SLC6A4","HERB"
"MOL007132","AR","HERB"
"MOL007132","CA2","HERB"
"MOL007132","CCNA2","HERB"
"MOL007132","CDK2","HERB"
"MOL007132","MAPK14","HERB"
"MOL007132","DPP4","HERB"
"MOL007132","ESR1","HERB"
"MOL007132","GSK3B","HERB"
"MOL007132","PPARG","HERB"
"MOL007132","PRSS1","HERB"
"MOL007132","PTGS2","HERB"
"MOL001601","ACHE","HERB"
"MOL001601","ADRA1D","HERB"
"MOL001601","ADRA1B","HERB"
"MOL001601","ADRA1A","HERB"
"MOL001601","ADRB2","HERB"
"MOL001601","AR","HERB"
"MOL001601","CA2","HERB"
"MOL001601","CCNA2","HERB"
"MOL001601","CDK2","HERB"
"MOL001601","CHEK1","HERB"
"MOL001601","CHRM1","HERB"
"MOL001601","CHRM2","HERB"
"MOL001601","CHRM3","HERB"
"MOL001601","CHRM4","HERB"
"MOL001601","CHRM5","HERB"
"MOL001601","CHRNA7","HERB"
"MOL001601","MAPK14","HERB"
"MOL001601","DPP4","HERB"
"MOL001601","DRD1","HERB"
"MOL001601","ESR1","HERB"
"MOL001601","ESR2","HERB"
"MOL001601","GABRA1","HERB"
"MOL001601","GSK3B","HERB"
"MOL001601","HTR3A","HERB"
"MOL001601","IGHG1","HERB"
"MOL001601","NOS2","HERB"
"MOL001601","OPRD1","HERB"
"MOL001601","OPRM1","HERB"
"MOL001601","PDE3A","HERB"
"MOL001601","PIM1","HERB"
"MOL001601","PPARG","HERB"
"MOL001601","PRSS1","HERB"
"MOL001601","PTGS1","HERB"
"MOL001601","PTGS2","HERB"
"MOL001601","RXRA","HERB"
"MOL001601","SCN5A","HERB"
"MOL001601","SLC6A3","HERB"
"MOL001601","SLC6A4","HERB"
"MOL001601","NCOA1","HERB"
"MOL001601","NCOA2","HERB"
"MOL007101","ACHE","HERB"
"MOL007101","ADRA1D","HERB"
"MOL007101","ADRA1B","HERB"
"MOL007101","ADRA1A","HERB"
"MOL007101","ADRB2","HERB"
"MOL007101","ALDH1A1","HERB"
"MOL007101","AR","HERB"
"MOL007101","BLM","HERB"
"MOL007101","CA2","HERB"
"MOL007101","CALM3","HERB"
"MOL007101","CCNA2","HERB"
"MOL007101","CDK2","HERB"
"MOL007101","CHEK1","HERB"
"MOL007101","CHRNA7","HERB"
"MOL007101","MAPK14","HERB"
"MOL007101","CYP3A4","HERB"
"MOL007101","DPP4","HERB"
"MOL007101","ESR1","HERB"
"MOL007101","ESR2","HERB"
"MOL007101","GABRA1","HERB"
"MOL007101","KAT2A","HERB"
"MOL007101","GSK3B","HERB"
"MOL007101","HSD17B10","HERB"
"MOL007101","HPGD","HERB"
"MOL007101","HTR3A","HERB"
"MOL007101","IGHG1","HERB"
"MOL007101","IDO1","HERB"
"MOL007101","LMNA","HERB"
"MOL007101","MAPT","HERB"
"MOL007101","KMT2A","HERB"
"MOL007101","NOS2","HERB"
"MOL007101","PIM1","HERB"
"MOL007101","PPARG","HERB"
"MOL007101","MAPK1","HERB"
"MOL007101","PRSS1","HERB"
"MOL007101","PTGS1","HERB"
"MOL007101","PTGS2","HERB"
"MOL007101","RECQL","HERB"
"MOL007101","RXRA","HERB"
"MOL007101","SCN5A","HERB"
"MOL007101","THRB","HERB"
"MOL007101","TP53","HERB"
"MOL007101","USP1","HERB"
"MOL007101","VDR","HERB"
"MOL007101","NCOA1","HERB"
"MOL007101","NCOA2","HERB"
"MOL007101","POLK","HERB"
"MOL007101","TDP1","HERB"
"MOL007101","KDM4E","HERB"
"MOL007061","ACHE","HERB"
"MOL007061","ADRA1D","HERB"
"MOL007061","ADRB2","HERB"
"MOL007061","AR","HERB"
"MOL007061","CA2","HERB"
"MOL007061","CCNA2","HERB"
"MOL007061","CDK2","HERB"
"MOL007061","CHEK1","HERB"
"MOL007061","CHRM1","HERB"
"MOL007061","CHRM2","HERB"
"MOL007061","CHRM3","HERB"
"MOL007061","CHRM5","HERB"
"MOL007061","CHRNA7","HERB"
"MOL007061","MAPK14","HERB"
"MOL007061","DPP4","HERB"
"MOL007061","DRD1","HERB"
"MOL007061","ESR1","HERB"
"MOL007061","ESR2","HERB"
"MOL007061","GABRA1","HERB"
"MOL007061","GSK3B","HERB"
"MOL007061","NOS2","HERB"
"MOL007061","OPRD1","HERB"
"MOL007061","OPRM1","HERB"
"MOL007061","PIM1","HERB"
"MOL007061","PPARG","HERB"
"MOL007061","PRSS1","HERB"
"MOL007061","PTGS2","HERB"
"MOL007061","RXRA","HERB"
"MOL007061","SCN5A","HERB"
"MOL007061","SLC6A4","HERB"
"MOL007061","NCOA1","HERB"
"MOL007127","ACHE","HERB"
"MOL007127","ADRA1D","HERB"
"MOL007127","ADRA1A","HERB"
"MOL007127","ADRB2","HERB"
"MOL007127","AR","HERB"
"MOL007127","CA2","HERB"
"MOL007127","CCNA2","HERB"
"MOL007127","CDK2","HERB"
"MOL007127","CHEK1","HERB"
"MOL007127","CHRM3","HERB"
"MOL007127","CHRM5","HERB"
"MOL007127","CHRNA7","HERB"
"MOL007127","MAPK14","HERB"
"MOL007127","DPP4","HERB"
"MOL007127","DRD1","HERB"
"MOL007127","ESR1","HERB"
"MOL007127","ESR2","HERB"
"MOL007127","GABRA1","HERB"
"MOL007127","GSK3B","HERB"
"MOL007127","IGHG1","HERB"
"MOL007127","NOS2","HERB"
"MOL007127","OPRM1","HERB"
"MOL007127","PIM1","HERB"
"MOL007127","PPARG","HERB"
"MOL007127","PTGS1","HERB"
"MOL007127","PTGS2","HERB"
"MOL007127","RXRA","HERB"
"MOL007127","SCN5A","HERB"
"MOL007127","NCOA1","HERB"
"MOL007085","AR","HERB"
"MOL007085","CHRM5","HERB"
"MOL007085","ESR1","HERB"
"MOL007085","ESR2","HERB"
"MOL007085","HTR3A","HERB"
"MOL007085","PIM1","HERB"
"MOL007085","PTGS1","HERB"
"MOL007085","PTGS2","HERB"
"MOL007088","PTPN11","HERB"
"MOL007088","NLRP3","HERB"
"MOL007088","IKBKB","HERB"
"MOL007088","IL1B","HERB"
"MOL007088","MYD88","HERB"
"MOL007088","NOX4","HERB"
"MOL007088","NFKB1","HERB"
"MOL007088","CASP3","HERB"
"MOL007088","NQO1","HERB"
"MOL007088","PDP1","HERB"
"MOL007088","CASP1","HERB"
"MOL007088","BCL2","HERB"
"MOL007088","TLR4","HERB"
"MOL007088","PTGES","HERB"
"MOL007088","ALDH1A1","HERB"
"MOL007088","MAPK3","HERB"
"MOL007088","GABPA","HERB"
"MOL007088","CDH1","HERB"
"MOL007088","GLIS3","HERB"
"MOL007088","CTNNB1","HERB"
"MOL007088","NOS2","HERB"
"MOL007088","ATG5","HERB"
"MOL007088","PTGS2","HERB"
"MOL007088","MSN","HERB"
"MOL007088","KRT17","HERB"
"MOL007088","KRAS","HERB"
"MOL007088","HMOX1","HERB"
"MOL007088","RELA","HERB"
"MOL007088","PAX5","HERB"
"MOL007088","MMP9","HERB"
"MOL007088","CDK1","HERB"
"MOL007088","GPX4","HERB"
"MOL007088","ABCG2","HERB"
"MOL007088","AR","HERB"
"MOL007088","SOD1","HERB"
"MOL007088","MAPK14","HERB"
"MOL007088","PLOD1","HERB"
"MOL007088","MAP3K5","HERB"
"MOL007088","ESR1","HERB"
"MOL007088","AKT1","HERB"
"MOL007088","NFKBIA","HERB"
"MOL007088","OLR1","HERB"
"MOL007088","IL17A","HERB"
"MOL007088","SIRT1","HERB"
"MOL007088","SOD3","HERB"
"MOL007088","ADIPOQ","HERB"
"MOL007088","BAX","HERB"
"MOL007088","MAPK1","HERB"
"MOL007088","STAT3","HERB"
"MOL007088","PIK3CA","HERB"
"MOL007088","BRD2","HERB"
"MOL007088","ACTA2","HERB"
"MOL007088","SMAD3","HERB"
"MOL007088","SMAD2","HERB"
"MOL007088","TAFAZZIN","HERB"
"MOL007088","CYP17A1","HERB"
"MOL007088","CDH2","HERB"
"MOL007088","MTOR","HERB"
"MOL007088","PPARGC1A","HERB"
"MOL007088","IL6","HERB"
"MOL007088","PRKAA1","HERB"
"MOL007088","MAPK8","HERB"
"MOL007088","CCNA2","HERB"
"MOL007088","BECN1","HERB"
"MOL007088","TNF","HERB"
"MOL007088","APP","HERB"
"MOL007088","TGFB1","HERB"
"MOL007088","SQSTM1","HERB"
"MOL007088","VIM","HERB"
"MOL007088","MAPK9","HERB"
"MOL007088","AKT2","HERB"
"MOL007088","KRT16","HERB"
"MOL007088","PARP1","HERB"
"MOL007050","AR","HERB"
"MOL007050","CCNA2","HERB"
"MOL007050","CDK2","HERB"
"MOL007050","CHEK1","HERB"
"MOL007050","MAPK14","HERB"
"MOL007050","ESR1","HERB"
"MOL007050","ESR2","HERB"
"MOL007050","GSK3B","HERB"
"MOL007050","NOS2","HERB"
"MOL007050","PIM1","HERB"
"MOL007050","PPARG","HERB"
"MOL007069","ACHE","HERB"
"MOL007069","ADRA1D","HERB"
"MOL007069","ADRA1A","HERB"
"MOL007069","ADRB2","HERB"
"MOL007069","AR","HERB"
"MOL007069","CA2","HERB"
"MOL007069","CCNA2","HERB"
"MOL007069","CDK2","HERB"
"MOL007069","CHEK1","HERB"
"MOL007069","CHRM1","HERB"
"MOL007069","CHRM2","HERB"
"MOL007069","CHRM3","HERB"
"MOL007069","CHRM4","HERB"
"MOL007069","CHRM5","HERB"
"MOL007069","CHRNA7","HERB"
"MOL007069","MAPK14","HERB"
"MOL007069","DPP4","HERB"
"MOL007069","DRD1","HERB"
"MOL007069","ESR1","HERB"
"MOL007069","ESR2","HERB"
"MOL007069","GABRA1","HERB"
"MOL007069","GSK3B","HERB"
"MOL007069","NOS2","HERB"
"MOL007069","OPRD1","HERB"
"MOL007069","OPRM1","HERB"
"MOL007069","PIM1","HERB"
"MOL007069","PTGS1","HERB"
"MOL007069","PTGS2","HERB"
"MOL007069","SCN5A","HERB"
"MOL007069","NCOA1","HERB"
"MOL007059","ACHE","HERB"
"MOL007059","ADRA1D","HERB"
"MOL007059","ADRA1A","HERB"
"MOL007059","ADRB2","HERB"
"MOL007059","AR","HERB"
"MOL007059","CA2","HERB"
"MOL007059","CCNA2","HERB"
"MOL007059","CDK2","HERB"
"MOL007059","CHEK1","HERB"
"MOL007059","CHRM1","HERB"
"MOL007059","CHRNA7","HERB"
"MOL007059","MAPK14","HERB"
"MOL007059","DPP4","HERB"
"MOL007059","DRD1","HERB"
"MOL007059","ESR1","HERB"
"MOL007059","ESR2","HERB"
"MOL007059","GSK3B","HERB"
"MOL007059","IGHG1","HERB"
"MOL007059","NOS2","HERB"
"MOL007059","OPRD1","HERB"
"MOL007059","OPRM1","HERB"
"MOL007059","PIM1","HERB"
"MOL007059","PPARG","HERB"
"MOL007059","PRSS1","HERB"
"MOL007059","PTGS2","HERB"
"MOL007059","RXRA","HERB"
"MOL007059","NCOA1","HERB"
"MOL007068","AR","HERB"
"MOL007068","CCNA2","HERB"
"MOL007068","CDK2","HERB"
"MOL007068","CHEK1","HERB"
"MOL007068","MAPK14","HERB"
"MOL007068","DPP4","HERB"
"MOL007068","ESR1","HERB"
"MOL007068","ESR2","HERB"
"MOL007068","GSK3B","HERB"
"MOL007068","NOS2","HERB"
"MOL007068","PIM1","HERB"
"MOL007068","PPARG","HERB"
"MOL007068","PRSS1","HERB"
"MOL007068","PTGS2","HERB"
"MOL007068","RXRA","HERB"
"MOL007068","NCOA1","HERB"
"MOL007058","AR","HERB"
"MOL007058","CCNA2","HERB"
"MOL007058","CDK2","HERB"
"MOL007058","CHEK1","HERB"
"MOL007058","MAPK14","HERB"
"MOL007058","DPP4","HERB"
"MOL007058","ESR1","HERB"
"MOL007058","ESR2","HERB"
"MOL007058","GSK3B","HERB"
"MOL007058","NOS2","HERB"
"MOL007058","PIM1","HERB"
"MOL007058","PPARG","HERB"
"MOL007058","PTGS2","HERB"
"MOL007058","RXRA","HERB"
"MOL007058","NCOA1","HERB"
"MOL007064","ACHE","HERB"
"MOL007064","AR","HERB"
"MOL007064","DPP4","HERB"
"MOL007064","ESR1","HERB"
"MOL007064","NR3C1","HERB"
"MOL007064","NR3C2","HERB"
"MOL007064","NOS2","HERB"
"MOL007064","PGR","HERB"
"MOL007064","PTGS2","HERB"
"MOL007064","NCOA1","HERB"
"MOL007064","NCOA2","HERB"
"MOL007155","ACHE","HERB"
"MOL007155","ADRA1D","HERB"
"MOL007155","ADRA1A","HERB"
"MOL007155","ADRB2","HERB"
"MOL007155","AR","HERB"
"MOL007155","CCNA2","HERB"
"MOL007155","CDK2","HERB"
"MOL007155","CHEK1","HERB"
"MOL007155","CHRM1","HERB"
"MOL007155","CHRNA7","HERB"
"MOL007155","DPP4","HERB"
"MOL007155","ESR1","HERB"
"MOL007155","ESR2","HERB"
"MOL007155","GSK3B","HERB"
"MOL007155","NOS2","HERB"
"MOL007155","OPRD1","HERB"
"MOL007155","OPRM1","HERB"
"MOL007155","PIM1","HERB"
"MOL007155","PPARG","HERB"
"MOL007155","PRSS1","HERB"
"MOL007155","PTGS2","HERB"
"MOL007155","SCN5A","HERB"
"MOL007155","NCOA1","HERB"
"MOL007079","ACHE","HERB"
"MOL007079","ADRB2","HERB"
"MOL007079","AR","HERB"
"MOL007079","CCNA2","HERB"
"MOL007079","CDK2","HERB"
"MOL007079","CHEK1","HERB"
"MOL007079","CHRM1","HERB"
"MOL007079","CHRNA7","HERB"
"MOL007079","DPP4","HERB"
"MOL007079","DRD1","HERB"
"MOL007079","ESR1","HERB"
"MOL007079","ESR2","HERB"
"MOL007079","GSK3B","HERB"
"MOL007079","NOS2","HERB"
"MOL007079","OPRD1","HERB"
"MOL007079","OPRM1","HERB"
"MOL007079","PIM1","HERB"
"MOL007079","PPARG","HERB"
"MOL007079","PRSS1","HERB"
"MOL007079","PTGS2","HERB"
"MOL007079","NCOA1","HERB"
"MOL007070","ACHE","HERB"
"MOL007070","AR","HERB"
"MOL007070","CA2","HERB"
"MOL007070","CCNA2","HERB"
"MOL007070","CDK2","HERB"
"MOL007070","DPP4","HERB"
"MOL007070","ESR1","HERB"
"MOL007070","ESR2","HERB"
"MOL007070","GSK3B","HERB"
"MOL007070","NOS2","HERB"
"MOL007070","PIM1","HERB"
"MOL007070","PRSS1","HERB"
"MOL007070","PTGS2","HERB"
"MOL007070","NCOA1","HERB"
"MOL007071","AR","HERB"
"MOL007071","CCNA2","HERB"
"MOL007071","CDK2","HERB"
"MOL007071","DPP4","HERB"
"MOL007071","ESR1","HERB"
"MOL007071","ESR2","HERB"
"MOL007071","GSK3B","HERB"
"MOL007071","NOS2","HERB"
"MOL007071","PIM1","HERB"
"MOL007071","PPARG","HERB"
"MOL007071","PRSS1","HERB"
"MOL007071","PTGS2","HERB"
"MOL007071","NCOA1","HERB"
"MOL007082","ACHE","HERB"
"MOL007082","AR","HERB"
"MOL007082","CDK2","HERB"
"MOL007082","CHEK1","HERB"
"MOL007082","MAPK14","HERB"
"MOL007082","DPP4","HERB"
"MOL007082","ESR1","HERB"
"MOL007082","ESR2","HERB"
"MOL007082","GSK3B","HERB"
"MOL007082","KCNH2","HERB"
"MOL007082","NOS2","HERB"
"MOL007082","PIM1","HERB"
"MOL007082","PPARG","HERB"
"MOL007082","PTGS1","HERB"
"MOL007082","PTGS2","HERB"
"MOL007082","RXRA","HERB"
"MOL007082","SCN5A","HERB"
"MOL007082","NCOA1","HERB"
"MOL007081","ACHE","HERB"
"MOL007081","AKR1B1","HERB"
"MOL007081","AR","HERB"
"MOL007081","CA2","HERB"
"MOL007081","DPP4","HERB"
"MOL007081","ESR1","HERB"
"MOL007081","ESR2","HERB"
"MOL007081","NR3C1","HERB"
"MOL007081","NOS2","HERB"
"MOL007081","OPRM1","HERB"
"MOL007081","PGR","HERB"
"MOL007081","PIM1","HERB"
"MOL007081","PTGS2","HERB"
"MOL007081","NCOA1","HERB"
"MOL007081","AKR1B10","HERB"
"MOL007081","AKR1E2","HERB"
"MOL000737","ACP1","HERB"
"MOL000737","ADA","HERB"
"MOL000737","ADORA3","HERB"
"MOL000737","ALDH1A1","HERB"
"MOL000737","ALOX5","HERB"
"MOL000737","ALOX15","HERB"
"MOL000737","APEX1","HERB"
"MOL000737","APP","HERB"
"MOL000737","FAS","HERB"
"MOL000737","AR","HERB"
"MOL000737","BLM","HERB"
"MOL000737","CA2","HERB"
"MOL000737","CASP1","HERB"
"MOL000737","CASP7","HERB"
"MOL000737","CBFB","HERB"
"MOL000737","CD36","HERB"
"MOL000737","CDK2","HERB"
"MOL000737","ABCC2","HERB"
"MOL000737","MAPK14","HERB"
"MOL000737","CSNK2A1","HERB"
"MOL000737","CSNK2A2","HERB"
"MOL000737","CSNK2B","HERB"
"MOL000737","CYP2C9","HERB"
"MOL000737","CYP3A4","HERB"
"MOL000737","DAPK1","HERB"
"MOL000737","DIO1","HERB"
"MOL000737","DPEP1","HERB"
"MOL000737","DPP4","HERB"
"MOL000737","DRD1","HERB"
"MOL000737","EDN1","HERB"
"MOL000737","ESR1","HERB"
"MOL000737","ESR2","HERB"
"MOL000737","EYA2","HERB"
"MOL000737","FBP1","HERB"
"MOL000737","FEN1","HERB"
"MOL000737","GAA","HERB"
"MOL000737","KAT2A","HERB"
"MOL000737","GLO1","HERB"
"MOL000737","GPR35","HERB"
"MOL000737","GSK3B","HERB"
"MOL000737","GSR","HERB"
"MOL000737","HSD17B10","HERB"
"MOL000737","HPGD","HERB"
"MOL000737","HSPD1","HERB"
"MOL000737","HSPE1","HERB"
"MOL000737","KCNH2","HERB"
"MOL000737","LIG1","HERB"
"MOL000737","MAPT","HERB"
"MOL000737","MBNL1","HERB"
"MOL000737","MCL1","HERB"
"MOL000737","KMT2A","HERB"
"MOL000737","MPG","HERB"
"MOL000737","ABCC1","HERB"
"MOL000737","NFKB1","HERB"
"MOL000737","NOS2","HERB"
"MOL000737","PDK1","HERB"
"MOL000737","ABCB1","HERB"
"MOL000737","PIM1","HERB"
"MOL000737","PIN1","HERB"
"MOL000737","PIP4K2A","HERB"
"MOL000737","PLK1","HERB"
"MOL000737","POLB","HERB"
"MOL000737","POLH","HERB"
"MOL000737","PPARG","HERB"
"MOL000737","PTGS1","HERB"
"MOL000737","PTGS2","HERB"
"MOL000737","RECQL","HERB"
"MOL000737","RGS4","HERB"
"MOL000737","SYK","HERB"
"MOL000737","THPO","HERB"
"MOL000737","TOP1","HERB"
"MOL000737","TOP2A","HERB"
"MOL000737","TP53","HERB"
"MOL000737","TST","HERB"
"MOL000737","NR1H2","HERB"
"MOL000737","USP1","HERB"
"MOL000737","XDH","HERB"
"MOL000737","YES1","HERB"
"MOL000737","USP2","HERB"
"MOL000737","ABCG2","HERB"
"MOL000737","NR1H3","HERB"
"MOL000737","SLCO1B1","HERB"
"MOL000737","EHMT2","HERB"
"MOL000737","CBX1","HERB"
"MOL000737","POLI","HERB"
"MOL000737","SLCO2B1","HERB"
"MOL000737","BACE1","HERB"
"MOL000737","SLCO1B3","HERB"
"MOL000737","BAZ2B","HERB"
"MOL000737","POLK","HERB"
